Player,Category,Country,Role,Runs Scored,Batting Strike Rate,Batting Average,No of Sixes,No of Fours,Balls Faced,Total career dot balls played,No of Centuries Scored,No of Half Centuries Scored,Wickets Taken,3 Wicket Hauls,5 Wicket Hauls,Bowling Strike Rate,Bowling Economy,Bowling Average,Runs Conceded,Sixes Conceded,Fours Conceded,Dot Balls Bowled,Maidens Bowled,Age of the Player,Capped/Uncapped,Last Auction Price Sold (in Crs),5 Wicket hauls,No of Catches,No of Stumpings,No of Run Outs
Diff_Player_381,International,India,Fast-All Rounder,49,126.28,13.9,3,3,31,13,0,0,9,1,0,7.28,8.91,20.22,157,17,17,38,0,26,Capped,0,,,,
Diff_Player_382,International,India,Spin All Rounder,13,111.1,14.94,0,0,17,5,0,0,0,0,0,3.12,7.46,46.9,14,0,0,4,0,21,Capped,0,,,,
Diff_Player_383,International,India,Spin-All Rounder,269,122.22,19.09,18,30,204,99,0,1,0,0,0,0.75,12.36,192.11,144,10,5,13,0,18,Capped,13.35,,,,
Diff_Player_384,International,Ireland,Fast-All Rounder,17,104.68,12.83,0,0,15,7,0,0,4,0,0,4.24,7.58,29.11,187,3,5,44,0,25,Capped,0,,,,
Diff_Player_385,International,India,Fast-All Rounder,68,152.46,19.13,13,1,80,41,0,0,1,1,0,27.41,9.9,6.33,8,0,0,0,0,31,Capped,7.57,,,,
Diff_Player_386,International,India,Spin-All Rounder,83,129.14,10.9,7,4,41,19,0,0,45,2,0,5.61,8.04,24.37,1601,54,94,224,2,35,Capped,0.4,,,,
Diff_Player_387,International,Sri Lanka,Spin-All Rounder,395,111.36,17.8,19,9,260,211,0,0,38,2,1,4.48,7.41,25,2019,87,55,597,2,32,Capped,0.95,,,,
Diff_Player_388,International,India,Fast-All Rounder,1626,149.75,22.17,92,139,1310,405,0,5,64,4,0,3.99,8.5,38.47,2595,125,142,323,1,35,Capped,33.51,,,,
Diff_Player_389,International,New Zealand,Fast-All Rounder,1097,136.04,27.03,71,110,780,311,1,5,18,0,0,4.08,9.1,48.02,786,27,35,161,1,29,Capped,2.42,,,,
Diff_Player_390,Domestic,India,Spin-All Rounder,406,113.52,16.78,12,15,279,104,0,0,16,1,0,2.64,8.59,46.65,1342,62,52,355,0,32,Uncapped,2.77,,,,
Diff_Player_391,International,India,Fast-All Rounder,463,126.53,29.09,25,38,283,139,0,3,14,0,0,5.46,10.55,41.33,560,27,21,80,0,26,Capped,3.77,,,,
Diff_Player_392,International,West Indies,Spin-All Rounder,85,116.24,11.93,6,2,19,28,0,0,22,4,1,4.94,7.24,24.38,1034,37,49,262,1,32,Capped,0,,,,
Diff_Player_393,Domestic,India,Spin-All Rounder,552,136.42,19.98,32,35,462,115,0,0,38,3,0,4.71,9.85,45.73,1598,75,176,378,0,32,Capped,2.52,,,,
Diff_Player_394,International,Ireland,Fast-All Rounder,234,134.24,22.81,8,36,235,62,0,1,9,1,0,4.4,7.89,31.68,360,11,37,53,0,26,Capped,0,,,,
Diff_Player_395,Domestic,India,Spin-All Rounder,347,119.33,16.61,13,15,254,90,0,0,9,1,0,2.41,8.91,57,760,65,60,93,0,30,Uncapped,4.08,,,,
Diff_Player_396,International,Ireland,Spin-All Rounder,32,130.38,11.64,3,0,29,13,0,0,2,1,0,13.52,7.38,9.92,34,0,1,4,0,29,Capped,0.64,,,,
Diff_Player_397,International,India,Spin-All Rounder,2049,115.99,13.85,56,47,1382,416,0,1,236,5,1,3.61,6.48,22.03,5824,334,337,3525,11,42,Capped,9.72,,,,
Diff_Player_398,International,Sri Lanka,Spin-All Rounder,761,117.87,19.4,36,64,607,316,0,4,3,0,0,2.64,8.56,59.54,266,8,10,60,0,28,Capped,0.91,,,,
Diff_Player_399,International,India,Spin-All Rounder,2078,134.09,17.7,164,62,1109,516,0,0,79,4,1,3.07,7.4,46.59,3824,335,298,627,1,33,Uncapped,64.14,,,,
Diff_Player_400,International,West Indies,Spin-All Rounder,746,135.37,11.97,42,17,443,141,0,1,86,2,1,4.35,6.77,32.36,3119,148,288,744,2,36,Capped,4.12,,,,
Diff_Player_401,International,New Zealand,Spin-All Rounder,1820,123.6,24.2,83,187,1918,626,0,6,24,1,0,4.04,8.85,30.28,1065,44,35,158,0,34,Capped,1.66,,,,
Diff_Player_402,Domestic,India,Fast-All Rounder,464,112.4,19.09,24,30,401,179,0,2,15,0,0,3.39,8.74,45.36,998,65,74,172,0,32,Uncapped,0.97,,,,
Diff_Player_403,International,Ireland,Fast-All Rounder,0,125.84,6.63,0,0,0,0,0,0,0,0,0,16.36,6.32,7,6,0,0,1,0,28,Capped,0,,,,
Diff_Player_404,Domestic,India,Spin-All Rounder,116,109.13,14.46,5,6,55,38,0,0,6,0,0,4.16,8.76,40.22,421,16,31,172,0,27,Uncapped,0.39,,,,
Diff_Player_405,International,Sri Lanka,Spin-All Rounder,237,121.07,18.95,19,19,238,170,0,0,25,3,0,4.88,7.48,26.21,588,44,76,273,1,29,Capped,0,,,,
Diff_Player_406,International,West Indies,Fast-All Rounder,281,141.87,20.9,14,22,166,93,0,1,16,0,0,5.75,7.68,25.42,933,30,38,246,1,25,Capped,0.16,,,,
Diff_Player_407,International,Ireland,Fast-All Rounder,12,114.61,11.71,1,0,10,5,0,0,2,1,0,6.79,7.26,18.88,55,2,4,9,0,28,Capped,0,,,,
Diff_Player_408,International,Sri Lanka,Spin-All Rounder,15,127.38,6.32,1,0,4,7,0,0,27,2,0,5.61,6.71,18.93,292,10,48,84,0,34,Capped,0,,,,
Diff_Player_409,International,England,Fast-All Rounder,746,121.39,29.54,71,69,943,329,0,4,59,4,0,4.8,9.15,35.11,1079,68,116,275,0,29,Capped,0.78,,,,
Diff_Player_410,Domestic,West Indies,Fast-All Rounder,278,122.52,20.81,20,23,184,123,0,1,11,1,0,3.93,8.53,35.89,326,21,30,101,0,25,Capped,0.44,,,,
Diff_Player_411,Domestic,South Africa,Fast-All Rounder,609,141.25,21.85,57,77,602,439,0,2,48,1,0,3.36,8.85,42.37,1256,80,103,310,1,28,Capped,5.13,,,,
Diff_Player_412,International,India,Spin-All Rounder,1331,122.17,19.89,43,66,925,371,0,2,60,7,0,3.78,7.9,32.59,4121,196,374,1104,4,34,Capped,4.9,,,,
Diff_Player_413,International,India,Spin-All Rounder,23,109.27,6.58,1,0,15,9,0,0,33,3,0,4.44,6.48,22.19,903,23,62,206,1,33,Capped,0.86,,,,
Diff_Player_414,Domestic,India,Spin-All Rounder,814,122.48,21.07,28,40,555,247,0,1,37,4,0,3.43,7.97,33.52,1770,73,95,281,0,32,Uncapped,1.22,,,,
Diff_Player_415,International,Netherlands,Spin All Rounder,0,79.53,0,0,0,0,0,0,0,0,0,0,26.49,3.07,1.16,0,0,0,0,0,29,Capped,0,,,,
Diff_Player_416,International,India,Spin-All Rounder,503,117.25,14.22,26,29,343,216,0,1,22,2,0,2.84,7.99,48.05,1809,81,110,301,0,28,Capped,8.12,,,,
Diff_Player_417,International,West Indies,Spin-All Rounder,272,134.42,14.65,16,6,16,48,0,0,113,8,4,5.47,7.54,22.95,2760,95,120,516,4,33,Capped,0.99,,,,
Diff_Player_418,International,Sri Lanka,Spin-All Rounder,62,110.9,11.2,3,2,31,20,0,0,13,1,0,4.21,6.92,26.83,468,6,20,150,0,27,Capped,0,,,,
Diff_Player_419,International,India,Spin-All Rounder,366,130.14,15.44,24,28,386,134,0,0,83,2,0,4.27,7.39,31.6,2988,77,106,567,4,33,Capped,1.62,,,,
Diff_Player_420,International,England,Spin All Rounder,354,132.13,26.2,21,17,267,73,0,2,4,0,0,3.94,7.65,33.71,179,3,7,34,0,27,Capped,0.55,,,,
Diff_Player_421,International,Netherlands,Spin-All Rounder,0,105.59,4.31,0,0,0,0,0,0,3,1,1,8.8,6.06,10.56,74,1,1,17,0,35,Capped,0,,,,
Diff_Player_422,International,England,Fast-All Rounder,629,140.06,19.11,48,82,229,284,0,1,72,5,1,4.97,8.18,25.78,1576,109,119,318,2,32,Capped,0.58,,,,
Diff_Player_423,International,Ireland,Spin-All Rounder,12,109.3,10.42,0,0,5,5,0,0,11,0,0,4.44,6.69,22.35,486,7,10,85,0,27,Capped,0,,,,
Diff_Player_424,International,India,Spin-All Rounder,442,119.62,18.11,18,22,285,123,0,1,2,0,0,2.41,8.86,68.17,117,10,5,29,0,25,Capped,2.5,,,,
Diff_Player_425,International,New Zealand,Spin-All Rounder,1304,121.21,13.48,35,58,625,365,0,1,58,2,0,3.63,7.21,30.34,2292,101,115,720,2,37,Capped,1.8,,,,
Diff_Player_426,Domestic,India,Spin-All Rounder,1073,120.65,28.26,86,179,1606,666,0,6,11,2,0,3.41,7.48,47.71,386,25,27,70,0,30,Uncapped,1.44,,,,
Diff_Player_427,International,West Indies,Fast-All Rounder,749,125.67,24.98,38,40,584,182,0,2,4,0,0,2.9,9.46,53.25,281,11,9,64,0,26,Capped,1.37,,,,
Diff_Player_428,International,India,Fast-All Rounder,644,130.11,28.32,19,44,344,114,0,1,10,0,0,3.88,10.25,48.49,634,27,17,65,0,30,Capped,1.44,,,,
Diff_Player_429,International,Ireland,Spin-All Rounder,30,119.71,14.06,1,0,6,10,0,0,16,0,0,6.07,6.83,18.51,147,6,7,64,0,32,Capped,0,,,,
Diff_Player_430,International,India,Spin-All Rounder,134,126.44,13,5,2,55,47,0,0,32,3,1,4.27,8.48,35.09,1207,43,94,190,1,33,Capped,0.43,,,,
Diff_Player_431,International,England,Fast-All Rounder,126,123.96,15.76,8,3,2,35,0,0,287,23,44,7.87,7.58,16.52,8151,123,191,1401,7,32,Capped,0.33,,,,
Diff_Player_432,International,India,Spin-All Rounder,321,132.91,11.94,20,23,307,114,0,0,85,4,0,5.34,7.78,27.15,2004,67,196,611,1,27,Capped,2.27,,,,
Diff_Player_433,International,Netherlands,Spin All Rounder,4,95.42,8.28,0,0,4,3,0,0,3,0,0,4.9,5.62,21.58,55,1,5,38,0,33,Capped,0,,,,
Diff_Player_434,International,India,Spin-All Rounder,517,114.17,22.93,27,38,576,176,0,3,0,0,0,1.7,11.22,105.41,128,11,10,20,0,21,Capped,6.19,,,,
Diff_Player_435,International,Bangladesh,Spin-All Rounder,228,114.81,15.46,16,20,282,150,0,1,28,1,0,4.74,7.8,29.96,871,36,65,223,0,30,Capped,0,,,,
Diff_Player_436,International,England,Fast-All Rounder,1184,125.88,25.13,56,102,1184,337,0,6,39,7,0,5.19,8.35,34.88,1903,90,120,396,0,32,Capped,1.26,,,,
Diff_Player_437,International,India,Fast-All Rounder,104,99.59,17.82,5,10,65,33,0,0,0,0,0,1.07,10.06,133.27,17,1,1,6,0,19,Capped,1.85,,,,
Diff_Player_438,International,Netherlands,Spin-All Rounder,1758,130.07,21.32,50,85,1097,537,0,4,32,4,0,4.04,7.53,30.13,1300,49,100,500,1,32,Capped,1.21,,,,
Diff_Player_439,International,India,Fast-All Rounder,694,133.28,29.91,41,54,413,133,0,2,10,0,0,5.75,10.27,33.68,543,16,33,83,0,30,Capped,3.4,,,,
Diff_Player_440,International,India,Fast-All Rounder,1362,129.04,17.99,65,52,792,310,0,1,103,4,0,4.51,8.38,32.21,2044,85,178,675,1,36,Capped,1.65,,,,
Diff_Player_441,International,Ireland,Spin-All Rounder,28,113.42,10.67,1,1,38,11,0,0,8,1,0,4.83,6.99,23.91,557,5,20,82,0,31,Capped,0.04,,,,
Diff_Player_442,International,England,Spin-All Rounder,1286,123.47,12.99,53,77,919,354,0,1,74,3,0,3.39,7.09,30.81,2649,100,83,885,3,33,Capped,1.71,,,,
Diff_Player_443,International,England,Fast-All Rounder,560,140.29,17.83,48,40,493,217,0,0,90,7,2,4.9,7.64,29.89,3950,130,272,935,2,28,Capped,1.22,,,,
Diff_Player_444,International,Netherlands,Fast-All Rounder,34,105,14.68,2,5,54,17,0,0,2,0,0,3.73,7.41,34.19,300,4,12,31,0,29,Capped,0,,,,
Diff_Player_445,International,West Indies,Spin-All Rounder,0,88.3,2.95,0,0,0,0,0,0,7,1,22,10.61,5.03,7.55,80,2,1,20,0,43,Capped,0,,,,
Diff_Player_446,International,Ireland,Spin All Rounder,0,100.68,2.87,0,0,0,0,0,0,0,0,0,11.09,4.35,7.11,2,0,0,0,0,30,Capped,0,,,,
Diff_Player_447,Domestic,England,Fast-All Rounder,634,161.79,26.61,41,122,597,218,0,1,25,1,0,4.15,9.25,41.4,932,60,84,166,1,31,Uncapped,2.28,,,,
Diff_Player_448,International,India,Fast-All Rounder,784,119.81,18.71,52,88,533,279,0,2,23,8,0,4.39,8.41,32.09,1910,85,72,677,1,28,Capped,0.02,,,,
Diff_Player_449,Domestic,India,Spin-All Rounder,397,134.48,23.74,47,31,419,182,0,6,34,3,0,5.89,8.98,30.8,763,23,52,66,0,27,Uncapped,0.81,,,,
Diff_Player_450,International,England,Fast-All Rounder,697,131.9,20.11,23,32,103,101,0,0,131,16,7,6.4,8.15,21.82,2291,92,204,443,4,31,Capped,0.46,,,,
Jasprit Bumrah,International,India,Pace Bowler,,,,,,,,,,186,7,,5.5,7.3,23.55,4055,124,362,1421,6,32,Capped,18,2,,,
Mohammad Siraj,International,India,Pace Bowler,,,,,,,,,,109,7,,4.7,8.7,25.33,3349,151,334,1004,4,31,Capped,12.25,0,,,
Mohammad Shami,International,India,Pace Bowler,,,,,,,,,,133,9,,5.1,8.6,19.59,3757,144,398,1096,3,35,Capped,10,0,,,
Arshdeep Singh,International,India,Pace Bowler,,,,,,,,,,97,10,,7.5,9,26.49,2569,80,278,640,2,27,Capped,18,1,,,
Kuldeep Yadav,International,India,Spin Bowler,,,,,,,,,,102,6,,20.24,8.08,27.24,2751,144,140,646,1,31,Capped,13.25,0,,,
Yuzvendra Chahal,Domestic,India,Spin Bowler,,,,,,,,,,221,14,,17.15,7.96,22.77,5032,250,299,1318,4,35,Uncapped,18,1,,,
Ravi Bishnoi,International,India,Spin Bowler,,,,,,,,,,72,4,,22.68,8.22,31.07,2237,102,166,576,1,25,Capped,7.2,0,,,
Bhuvneshwar Kumar,Domestic,India,Medium Pace Bowler,,,,,,,,,,198,4,,21.32,7.69,27.33,5064,158,529,1728,12,36,Uncapped,10.75,2,,,
Deepak Chahar,Domestic,India,Medium Pace Bowler,,,,,,,,,,88,4,,21.76,8.14,29.51,2554,75,294,827,7,33,Uncapped,9.25,0,,,
Prasidh Krishna,International,India,Pace Bowler,,,,,,,,,,74,6,,20.26,8.77,29.61,1102,29,121,609,8,30,Capped,9.5,0,,,
Mukesh Kumar,Domestic,India,Pace Bowler,,,,,,,,,,36,4,,17.67,10.4,30.61,1102,53,113,219,1,32,Uncapped,8,0,,,
Varun Chakravarthy,International,India,Spin Bowler,,,,,,,,,,100,8,,18.88,7.58,23.85,2346,108,160,714,1,34,Capped,12,1,,,
Khaleel Ahmed,Domestic,India,Pace Bowler,,,,,,,,,,89,4,,17.48,8.98,26.16,2325,105,243,676,4,28,Uncapped,4.8,0,,,
Jaydev Unadkat,Domestic,India,Medium Pace Bowler,,,,,,,,,,110,4,,20.67,8.88,30.58,2976,135,246,665,3,34,Uncapped,1,2,,,
Umran Malik,Domestic,India,Pace Bowler,,,,,,,,,,29,3,,17,9.4,26.62,772,29,93,217,1,26,Uncapped,0.75,1,,,
Avesh Khan,Domestic,India,Pace Bowler,,,,,,,,,,87,11,,18.61,9.12,28.29,2461,100,249,591,1,29,Uncapped,9.75,0,,,
Suyash Sharma,Domestic,India,Spin Bowler,,,,,,,,,,18,2,,31,8.75,45.22,351,17,26,121,0,22,Uncapped,2.6,0,,,
Mayank Yadav,Domestic,India,Pace Bowler,,,,,,,,,,9,2,,13.44,9.17,20.56,185,12,17,60,0,23,Uncapped,11,0,,,
Kuldeep Sen,Domestic,India,Pace Bowler,,,,,,,,,,14,2,,17.21,9.63,27.64,387,16,41,89,0,29,Uncapped,0.75,0,,,
Yash Thakur,Domestic,India,Medium Pace Bowler,,,,,,,,,,25,2,,5.6,10.4,30.8,770,43,64,149,1,27,Uncapped,1.6,1,,,
Mohsin Khan,Domestic,India,Pace Bowler,,,,,,,,,,27,3,,18,8.51,25.52,429,20,32,153,1,27,Uncapped,4,0,,,
Tushar Deshpande,Domestic,India,Medium Pace Bowler,,,,,,,,,,51,5,,18.92,9.84,31.04,1582,69,158,356,0,30,Uncapped,6.5,0,,,
Harshal Patel,Domestic,India,Medium Pace Bowler,,,,,,,,,,151,14,,16.05,8.86,23.7,3203,130,271,745,2,35,Uncapped,8,1,,,
Sai Kishore,Domestic,India,Spin Bowler,,,,,,,,,,32,2,,13.78,8.86,20.34,651,40,34,134,0,29,Uncapped,2,0,,,
Rahul Chahar,Domestic,India,Spin Bowler,,,,,,,,,,75,4,,22.27,7.72,28.67,2150,98,139,592,1,26,Uncapped,5.2,0,,,
Yash Dayal,Domestic,India,Pace Bowler,,,,,,,,,,41,2,,21.24,9.58,33.9,1390,58,138,319,0,28,Uncapped,5,0,,,
Akashdeep,International,India,Pace Bowler,,,,,,,,,,10,1,,27.8,11.83,54.8,548,33,48,92,1,29,Capped,1,0,,,
Akash Madhwal,Domestic,India,Pace Bowler,,,,,,,,,,23,4,,15.3,10.06,25.65,590,25,55,112,0,32,Uncapped,1.2,1,,,
Vignesh Puthur,Domestic,India,Spin Bowler,,,,,,,,,,6,1,,8.3,9.1,18.17,109,9,4,24,0,26,Uncapped,0.3,0,,,
Josh Hazlewood,International,Australia,Pace Bowler,,,,,,,,,,57,8,,6.6,8.3,20.98245614,1196,56,122,390,1,35,Capped,12.5,0,,,
Pat Cummins,International,Australia,Pace Bowler,,,,,,,,,,76,7,,4.8,8.9,30.97368421,2354,100,223,601,2,32,Capped,18,0,,,
Mitchell Starc,International,Australia,Pace Bowler,,,,,,,,,,65,9,,6.2,8.6,23.27692308,1513,45,169,448,1,36,Capped,11.75,1,,,
Adam Zampa,International,Australia,Spin Bowler,,,,,,,,,,31,2,,6.6,8.4,21.03225806,652,35,36,143,0,33,Capped,2.4,1,,,
Nathan Ellis,International,Australia,Medium Pace Bowler,,,,,,,,,,19,2,,5,8.7,28.73684211,546,21,46,124,0,31,Capped,2,0,,,
Sean Abbott,International,Australia,Pace Bowler,,,,,,,,,,202,28,,7,8.4,19.93564356,4027,158,356,1101,3,32,Capped,0,2,,,
Ben Dwarshuis,International,Australia,Medium Pace Bowler,,,,,,,,,,209,20,,6,8.2,23.08133971,4824,184,451,1467,5,31,Capped,4.4,2,,,
Xavier Bartlett,International,Australia,Medium Pace Bowler,,,,,,,,,,102,13,,6.4,8.7,22.80392157,2326,89,221,631,2,28,Capped,0.8,0,,,
Spencer Johnson,International,Australia,Pace Bowler,,,,,,,,,,68,8,,6,7.3,20.33823529,1383,35,158,563,5,31,Capped,0,0,,,
Lloyd Pope,International,Australia,Spin Bowler,,,,,,,,,,74,5,,5.8,8.6,24.47297297,1811,95,97,392,0,26,Uncapped,0,0,,,
Lance Morris,International,Australia,Pace Bowler,,,,,,,,,,40,4,,6,8.3,22.95,918,31,89,280,0,27,Uncapped,0,1,,,
Riley Meredith,International,Australia,Pace Bowler,,,,,,,,,,19,0,,4.9,9.5,32.21052632,612,26,63,156,0,29,Capped,1.2,0,,,
Jofra Archer,International,England,Pace Bowler,,,,,,,,,,59,7,,4.8,7.9,27.13559322,1601,73,138,553,3,30,Capped,12.5,0,,,
Adil Rashid,International,England,Spin Bowler,,,,,,,,,,89,10,,5.4,7.4,22.58426966,2010,64,94,441,2,38,Capped,0,0,,,
Rehan Ahmed,International,England,Spin Bowler,,,,,,,,,,55,6,,4.4,8.1,30.83636364,1696,70,113,358,0,22,Capped,0.75,0,,,
Chris Woakes,International,England,Pace Bowler,,,,,,,,,,50,2,,5.1,8.3,27.18,1359,46,103,352,2,31,Capped,4.2,0,,,
Josh Tongue,International,England,Pace Bowler,,,,,,,,,,21,4,,12.8,10.2,13.33333333,280,9,30,82,0,28,Capped,0,0,,,
Scott Curie,International,England,Pace Bowler,,,,,,,,,,77,9,,7.3,8.6,19.48051948,1500,47,145,357,1,24,Capped,2.3,0,,,
Reece Topley,International,England,Pace Bowler,,,,,,,,,,107,15,,6.1,8.4,22.91588785,2452,85,228,702,2,32,Capped,0.75,0,,,
Ben Sanderson,International,England,Medium Pace Bowler,,,,,,,,,,109,11,,5.8,8.8,25.21100917,2748,72,223,622,3,32,Uncapped,0,1,,,
George ScrimShaw,International,England,Pace Bowler,,,,,,,,,,93,12,,7.1,9,20.88172043,1942,80,164,467,0,28,Capped,0,0,,,
Kagiso Rabada,International,South Africa,Pace Bowler,,,,,,,,,,122,11,,6.4,8.6,22.56557377,2753,119,257,780,2,30,Capped,10.75,0,,,
Lungi Ngidi,International,South Africa,Pace Bowler,,,,,,,,,,29,5,,7.8,8.5,18.24137931,529,26,46,152,2,31,Capped,2,0,,,
Keshav Maharaj,International,South Africa,Spin Bowler,,,,,,,,,,88,7,,4.3,6.8,26.53409091,2335,95,125,786,3,36,Capped,0.94,0,,,
Nandre Burger,International,South Africa,Pace Bowler,,,,,,,,,,58,5,,5.3,8.2,25.51724138,1480,50,152,456,2,30,Capped,3.5,0,,,
Anrich Nortje,International,South Africa,Pace Bowler,,,,,,,,,,61,4,,5.6,9.1,27.16393443,1657,76,163,446,1,32,Capped,2,0,,,
Ottneil Baartman,International,South Africa,Pace Bowler,,,,,,,,,,108,8,,7.4,7.7,17.48148148,1888,62,160,580,4,32,Capped,2.57,2,,,
Eathan Bosch,International,South Africa,Medium Pace Bowler,,,,,,,,,,81,9,,5.6,7.9,23.71604938,1921,82,150,619,4,27,Uncapped,0.96,0,,,
Tabraiz Shamsi,International,South Africa,Spin Bowler,,,,,,,,,,197,22,,5.8,7.4,21.4213198,4220,179,218,1136,5,36,Capped,0.73,0,,,
Mitchell Santner,International,New Zealand,Spin Bowler,,,,,,,,,,25,1,,4.1,7.3,29.4,735,22,63,216,0,34,Capped,2,0,,,
Ish Sodhi,International,New Zealand,Spin Bowler,,,,,,,,,,128,10,,5.4,8.9,27.59375,3532,112,110,580,1,33,Capped,0,2,,,
Jayden Lennox,International,New Zealand,Spin Bowler,,,,,,,,,,60,7,,6.4,7.5,19.45,1167,53,71,349,0,22,Uncapped,0,0,,,
Kyle Jamieson,International,New Zealand,Pace Bowler,,,,,,,,,,14,2,,5.4,9.7,29.71428571,416,22,41,104,1,32,Capped,2,0,,,
William O' Rourke,International,New Zealand,Pace Bowler,,,,,,,,,,46,5,,5.5,8.4,25.47826087,1172,46,114,345,0,25,Capped,3,1,,,
Lockie Ferguson,International,New Zealand,Pace Bowler,,,,,,,,,,53,4,,5.2,9,28.90566038,1532,67,147,402,0,34,Capped,2,0,,,
Ben Sears,International,New Zealand,Pace Bowler,,,,,,,,,,59,8,,6.9,8.3,20.05084746,1183,55,105,364,3,28,Capped,1.5,0,,,
Scott Kuggeleijn,International,New Zealand,Pace Bowler,,,,,,,,,,139,15,,6.5,8.3,21.17985612,2944,101,281,864,5,32,Capped,0,1,,,
Matt Henry,International,New Zealand,Pace Bowler,,,,,,,,,,110,16,,6.9,8.3,20.06363636,2207,64,162,570,4,34,Capped,2,2,,,
Akeal Hosein,International,West Indies,Spin Bowler,,,,,,,,,,145,11,,4.7,6.9,24.48275862,3550,155,353,1366,5,32,Capped,2,0,,,
Gudakesh Motie,International,West Indies,Spin Bowler,,,,,,,,,,77,8,,6.1,7.2,19.83116883,1527,85,71,513,5,30,Capped,0.37,1,,,
Alzarri Joseph,International,West Indies,Pace Bowler,,,,,,,,,,21,0,,4.8,9.6,32.9047619,691,43,53,172,1,29,Capped,11.5,1,,,
Shamar Joseph,International,West Indies,Pace Bowler,,,,,,,,,,14,2,,4.7,8.5,29.92857143,419,12,41,116,0,26,Capped,0.37,0,,,
Khary Pierre,International,West Indies,Spin Bowler,,,,,,,,,,66,5,,4.8,6.9,24.07575758,1589,62,106,520,3,34,Capped,0,0,,,
Wanindu Hasaranga,International,Sri Lanka,Spin Bowler,,,,,,,,,,46,2,,5.8,8.4,24.32608696,1119,70,65,276,1,28,Capped,2,1,,,
Maheesh Theekshana,International,Sri Lanka,Spin Bowler,,,,,,,,,,83,11,,5,7,23.37349398,1940,62,151,665,4,26,Capped,4.4,0,,,
Matheesha Pathirana,International,Sri Lanka,Pace Bowler,,,,,,,,,,47,7,,6,8.9,24.59574468,1156,38,90,289,1,24,Capped,18,0,,,
Dushmantha Chameera,International,Sri Lanka,Pace Bowler,,,,,,,,,,55,7,,5.4,8.5,26.43636364,1454,45,168,423,0,33,Capped,0.75,0,,,
Dilshan Madhu Shanka,International,Sri Lanka,Pace Bowler,,,,,,,,,,20,0,,3.5,9.1,43.65,873,34,88,215,0,25,Capped,4.6,0,,,
Nuwan Thushara,International,Sri Lanka,Pace Bowler,,,,,,,,,,61,5,,6.2,8.6,23.19672131,1415,43,146,378,2,25,Capped,1.6,1,,,
Dunith Wellalage,International,Sri Lanka,Spin Bowler,,,,,,,,,,46,5,,5.7,6.6,19.41304348,893,34,56,336,1,24,Capped,0,0,,,
Pramod Madushan,International,Sri Lanka,Pace Bowler,,,,,,,,,,18,2,,5.5,9.4,28.33333333,510,19,51,116,1,28,Capped,0.19,0,,,
Lakshan Sandakan,International,Sri Lanka,Spin Bowler,,,,,,,,,,19,2,,5,8.7,28.94736842,550,21,41,98,0,35,Capped,0.19,0,,,
Blessing Muzarbani,International,Zimbabwe,Pace Bowler,,,,,,,,,,45,4,,5.7,7.9,23.24444444,1046,46,90,334,1,30,Capped,0,0,,,
Richard Ngarava,International,Zimbabwe,Pace Bowler,,,,,,,,,,17,2,,5.4,8.4,25.64705882,436,13,49,125,0,28,Capped,0.1,0,,,
Naveen Ul Haq,International,Afghanistan,Pace Bowler,,,,,,,,,,174,12,,5.5,8.5,26.01724138,4527,150,400,1117,2,30,Capped,0.84,5,,,
Fazalhaq Farooqi,International,Afghanistan,Pace Bowler,,,,,,,,,,131,14,,6.2,7.2,19.32824427,2532,63,259,935,6,25,Capped,2,3,,,
Mujeeb ur Rahman,International,Afghanistan,Spin Bowler,,,,,,,,,,201,15,,4.6,6.7,24.10447761,4845,132,349,1781,14,25,Capped,0,1,,,
Noor Ahmad,International,Afghanistan,Spin Bowler,,,,,,,,,,20,1,,4.2,7.5,29.85,597,29,34,206,0,20,Capped,10,0,,,
Joshua Little,International,Ireland,Pace Bowler,,,,,,,,,,11,1,,4.8,8.9,30.81818182,339,16,30,84,0,26,Capped,0,0,,,
Mark Adair,International,Ireland,Pace Bowler,,,,,,,,,,23,1,,4.8,7.9,27.69565217,637,15,64,191,2,29,Capped,0,0,,,
Barry Mccathy,International,Ireland,Spin Bowler,,,,,,,,,,11,2,,6.8,8,19.54545455,215,0,1,12,0,30,Capped,0,0,,,
Aryan Dutt,International,Netherlands,Spin Bowler,,,,,,,,,,29,3,,6,7.1,19.68965517,571,20,41,195,1,22,Capped,0,0,,,
Paul van Meekeren,International,Netherlands,Medium Pace Bowler,,,,,,,,,,29,2,,3.9,9.4,40.72413793,1181,39,103,242,0,33,Capped,0,0,,,
Frederick Klaassen,International,Netherlands,Pace Bowler,,,,,,,,,,85,6,,5.2,8.7,28.04705882,2384,91,222,622,4,33,Capped,0.37,0,,,
Roelof van der Merwe,International,Netherlands,Spin Bowler,,,,,,,,,,135,15,,5.2,7.6,24.51851852,3310,87,158,600,1,41,Capped,0.1,2,,,
Shadley Van Schalkwyk,International,USA,Pace Bowler,,,,,,,,,,37,5,,5.4,8.9,27.43243243,1015,51,76,246,0,37,Uncapped,0.092,0,,,
Ali Khan,International,USA,Pace Bowler,,,,,,,,,,109,8,,5.3,9.2,29.02752294,3164,99,231,576,0,35,Capped,0.68,0,,,
Harmeet Singh,International,USA,Spin Bowler,,,,,,,,,,45,5,,6,7,19.51111111,878,34,58,290,1,32,Uncapped,0.68,0,,,
